locality,lat,lon,price_inr,investment_score,luxury_score
Kurla East,19.07803,72.89033,11611000,38.80249642351579,0
Powai,19.1253,72.91651,13577000,43.77905077330052,0
Malad West,19.2043,72.8507,16772000,41.02957022654601,2
Prabhadevi,19.0268,72.82507,56591000,61.951845957852846,5
Malabar Hill,18.9475,72.80012,43339000,66.73499995684139,5
Kalwa,19.18661,73.005,4996000,32.369565485443246,0
Juhu,19.10528,72.82809,23867000,48.475490836886244,3
Borivali East,19.23139,72.8651,8870000,33.81867935772603,2
Borivali West,19.24977,72.84427,11661000,41.42295632832196,2
Vasai,19.41159,72.82138,2754000,31.14950953489216,2
Panvel,18.979,73.13237,9525000,30.66646654707794,2
Powai,19.12133,72.88666,15831000,45.71094352887493,0
Goregaon East,19.15062,72.85439,25894000,37.449163056051,2
Malad West,19.19737,72.86281,5635000,38.45934067780669,0
Kandivali East,19.20599,72.84503,7440000,34.229723845641956,4
Walkeshwar,18.96597,72.80653,114896000,65.80799147073319,5
Bhandup,19.1466,72.94297,4505000,35.69964168317847,0
Belapur,19.01067,73.03277,9785000,34.89948455717615,4
Dahisar,19.25707,72.85697,19731000,36.173291769538125,4
Bhayandar,19.28898,72.85711,8203000,32.97707719152575,2
Oshiwara,19.14336,72.83813,3973000,36.732718004354126,0
Lower Parel,19.00418,72.82808,28281000,55.75610341412896,0
Andheri West,19.13469,72.8054,57066000,50.604001403544196,2
Khar West,19.07648,72.81819,34943000,50.34887097110193,5
BKC (Bandra-Kurla),19.06873,72.87425,58541000,64.9484373478514,5
Ghodbunder Road,19.25428,72.95858,24271000,32.229480109919834,4
Andheri West,19.13316,72.83941,37387000,45.27193798916568,2
Mulund West,19.1568,72.95594,16594000,36.8299579511556,2
Chembur,19.05621,72.89238,10253000,38.94682459048462,0
Bhandup,19.14941,72.9384,5890000,38.28765771437794,0
Powai,19.10346,72.90706,28618000,51.20141018835467,0
Kandivali East,19.2048,72.8679,14908000,35.5752649030468,4
Bandra East,19.03392,72.82602,57075000,49.15499977999669,2
Parel,19.00645,72.82312,34347000,50.03730254128151,2
Badlapur,19.16572,73.2133,5120000,30.54516415011627,2
Dahisar,19.23572,72.85816,7676000,33.57984853459377,2
Vile Parle West,19.10257,72.85817,15625000,52.81369871262716,2
Malad East,19.19134,72.86161,15909000,36.609036207466374,4
Bhayandar,19.29383,72.86771,4441000,32.85699537744303,0
Colaba,18.9122,72.81732,23471000,63.222843313341286,3
Ulwe,18.96513,73.02155,9021000,33.024435408466616,4
Versova,19.15045,72.79742,22650000,44.46267141739944,4
Goregaon East,19.16209,72.86701,20699000,42.283509511490095,2
Mulund West,19.17018,72.95147,9686000,36.798862276755415,0
Belapur,19.01908,73.04675,23169000,36.83125291542953,4
Mulund West,19.17987,72.9424,4300000,34.969243279635705,0
Nariman Point,18.92542,72.81288,43157000,58.745570659464875,5
Kharghar,19.0388,73.06647,9826000,32.849714969670174,2
Ghansoli,19.11898,73.01278,4988000,30.689212760914028,2
Nerul,19.03987,73.0239,8654000,37.545224081192316,0
Worli,19.00221,72.83422,48926000,72.26393828857343,3
Kandivali West,19.2063,72.83292,8282000,39.72652326804719,0
Mahalaxmi,18.99449,72.82355,38988000,63.857942113175795,3
Wadala,19.03477,72.86593,21314000,51.36128336162784,2
Sanpada,19.07964,72.99693,8943000,34.52789776312073,2
Chembur,19.04381,72.90019,14338000,41.21741650935669,0
Belapur,19.02442,73.02762,5530000,35.05687954214952,0
Wadala,19.02262,72.88343,35983000,43.250474952659346,2
Vile Parle West,19.08847,72.83677,11454000,49.95580588517651,0
Mulund West,19.18339,72.93082,13393000,35.430684217708674,2
Kopar Khairane,19.10826,73.00125,11859000,33.31488900827274,2
Bandra West,19.06717,72.82853,91287000,66.13926957406444,5
Vikhroli,19.10152,72.93602,6858000,39.16587109644194,0
Mahalaxmi,18.97848,72.81721,28340000,60.43856487235014,5
Kopar Khairane,19.11006,73.01085,2755000,33.45982157962855,0
Vasai,19.41707,72.82239,2234000,30.63114381111936,2
Andheri West,19.12211,72.83937,42514000,49.528447456995956,2
Vikhroli,19.11537,72.92199,8696000,39.891784257052784,2
Nariman Point,18.93627,72.82785,97556000,61.689598902137135,5
Mulund East,19.16565,72.93447,10178000,35.801473080654034,2
Kandivali East,19.20195,72.85408,6690000,35.24482334438388,0
Dahisar,19.24461,72.86427,11048000,35.47420862560772,4
Naigaon,19.35315,72.85504,5449000,31.475103105213563,4
Malabar Hill,18.9517,72.80309,43124000,62.092318941089694,5
Cuffe Parade,18.90697,72.83903,89848000,62.45492425213742,5
Oshiwara,19.14659,72.8355,15677000,39.44308572042724,2
Naigaon,19.33269,72.83002,1521000,31.069069036753675,0
Kalwa,19.19068,72.99512,7109000,33.226217789605734,2
Vile Parle East,19.10221,72.8681,40155000,48.84438360454797,2
Kalyan,19.23264,73.11997,4558000,30.822560903092146,4
Andheri West,19.13376,72.79875,22284000,47.8209868221199,2
Bandra East,19.05415,72.85164,31840000,52.47182747849425,0
Juhu,19.10318,72.83373,69374000,50.43762814438762,5
Malabar Hill,18.94774,72.79602,60535000,54.095108159937155,5
Kanjurmarg,19.13555,72.9337,5776000,34.83581650700591,0
Mahalaxmi,18.97864,72.83922,40964000,54.66188975075617,5
Oshiwara,19.15469,72.84089,8951000,41.171164881636834,0
Dombivli,19.20766,73.09724,1106000,29.15123806953068,0
Mazgaon,18.97359,72.82495,19258000,40.52940377282789,2
Borivali West,19.22544,72.8402,6550000,35.54652451006142,0
Badlapur,19.16705,73.23506,3132000,29.85671351453855,2
Marine Drive,18.94451,72.8202,32624000,57.44460560690713,5
Santacruz East,19.0821,72.86802,14153000,44.088660492063994,0
Malabar Hill,18.96827,72.81704,231066000,67.20230430219397,5
Nala Sopara,19.42927,72.81075,2162000,30.328262143866976,2
Ghodbunder Road,19.23877,72.93912,2950000,33.55784340958574,0
Byculla,18.97462,72.80811,25655000,43.62749930661887,4
Kalwa,19.1888,73.00184,2359000,31.509775055366084,0
Thane West,19.23316,72.99418,4361000,34.83796676897839,2
Santacruz East,19.07629,72.84252,88458000,43.09851361161096,4
Kalwa,19.20211,72.99509,3951000,32.57684273083535,0
Vile Parle East,19.10262,72.84329,85448000,46.191216261354754,2
Manpada,19.21565,72.97378,3415000,31.864136125881494,0
Santacruz East,19.08063,72.83739,35011000,43.53455255706258,2
Naigaon,19.33554,72.84669,1836000,30.567036757532637,2
Panvel,18.99659,73.11801,2126000,30.70163727542437,0
Malad East,19.18902,72.8657,5237000,35.301258750828254,0
Malad East,19.18679,72.86185,23676000,35.09174054223079,2
Byculla,18.9749,72.83751,9383000,46.337675480070786,2
Mulund East,19.17309,72.95717,9858000,38.07383452547792,0
Malad East,19.19782,72.85896,11448000,36.94196263304484,0
Bhandup,19.13966,72.9393,8020000,34.99615113453403,4
Sion,19.03791,72.87285,32195000,45.93758125788369,2
Pedder Road,18.97908,72.82039,130359000,61.05497311446987,5
Dadar East,19.02166,72.85414,29897000,48.41507552075276,2
Kalwa,19.19827,73.02571,2567000,32.3918081330301,2
Airoli,19.16352,72.99262,3164000,33.44204809197595,2
Ghodbunder Road,19.25613,72.96102,6269000,33.05387930177579,0
Marine Drive,18.94838,72.83397,179590000,61.42158392218643,5
Worli,19.00128,72.7895,54339000,58.653814671847776,5
Nariman Point,18.91826,72.8105,36715000,49.017597149512284,5
Bandra West,19.05498,72.83085,28846000,56.56615505694857,5
Tardeo,18.96152,72.80872,39766000,60.09919154618868,5
Bhayandar,19.30618,72.8608,8173000,33.1218490245506,4
Wadala,19.00807,72.87785,17199000,44.382726231361474,0
Nariman Point,18.90896,72.84573,52823000,61.104072391432965,7
Cuffe Parade,18.91757,72.85586,124517000,58.96468648985357,5
Santacruz East,19.08028,72.85835,10318000,42.66708936480339,0
Ghatkopar West,19.08749,72.90576,44887000,40.653471438543306,2
Mazgaon,18.95662,72.83935,13586000,41.54417270081081,0
Panvel,18.98537,73.10426,4549000,29.88728905708485,2
Powai,19.09818,72.92477,17095000,43.66096380729893,0
Goregaon East,19.1535,72.86603,20703000,33.841085871490726,2
Colaba,18.89864,72.78669,72118000,66.75797490129584,5
Chembur,19.03612,72.89222,10273000,38.593067011216725,0
Sion,19.0526,72.8759,23439000,40.90179026432894,2
Nariman Point,18.93079,72.8125,109302000,51.249428705734,7
Kopar Khairane,19.12401,73.00497,6004000,33.68668589276419,0
Goregaon West,19.1721,72.83579,32257000,35.07776664820054,2
Mulund West,19.16639,72.92669,13497000,35.061354087975765,4
Thane West,19.22839,72.96397,9188000,34.42628838824166,4
Dadar West,19.02076,72.83453,26636000,43.282328094348756,2
Dadar East,19.01805,72.86982,26198000,45.30711216540442,4
Nariman Point,18.9214,72.82346,15910000,51.2163632810597,3
Ambernath,19.20232,73.18313,820000,29.126514172692993,0
Bandra East,19.07452,72.85926,20859000,47.63846264403938,0
Worli,19.01992,72.82355,53723000,75.32250511785469,3
Juhu,19.10717,72.8339,45919000,70.12470811036606,5
Nariman Point,18.9161,72.8253,34583000,62.735291346622404,3
Kandivali East,19.20554,72.87264,5384000,35.17457289757052,0
Sewri,18.99795,72.85399,31190000,39.232306866488074,2
BKC (Bandra-Kurla),19.07281,72.8569,202055000,56.840875183037994,5
Ghatkopar East,19.07133,72.91401,6842000,38.252591151813924,0
Vikhroli,19.10264,72.93156,17985000,35.97490106066941,2
Mulund East,19.18606,72.94516,14143000,36.36212542388062,2
Sewri,19.00322,72.85526,14750000,42.08761233790875,0
Powai,19.11795,72.9029,22029000,41.23674982480243,4
Vasai,19.40527,72.82364,1707000,30.704084164065268,2
Malad East,19.19003,72.86131,7389000,34.54291204278738,0
Manpada,19.24412,72.95776,12391000,32.09360584885616,2
Thane West,19.2195,72.95952,4181000,34.02548657692247,0
Malad East,19.19241,72.85881,8610000,36.54905585610204,0
Borivali West,19.22086,72.82114,9921000,41.26218776335311,0
Kopar Khairane,19.09961,73.01591,4985000,34.5110732310078,2
Belapur,19.00161,73.05232,4442000,32.30122066981269,0
Kopar Khairane,19.09344,73.0118,3783000,32.57350361687611,0
Airoli,19.15418,73.01008,4974000,34.41108632825432,0
Borivali West,19.23128,72.84751,6736000,34.36192319997706,2
Versova,19.15212,72.80949,22591000,47.726363230966385,0
Pedder Road,18.97793,72.7998,40902000,63.559799121172304,5
Cuffe Parade,18.90433,72.81113,72480000,59.507753383365134,5
Kandivali West,19.21649,72.82839,10543000,37.05212560749514,2
Kurla East,19.0753,72.88732,11848000,37.27318355252838,2
Versova,19.12682,72.82874,27227000,44.782179391976086,2
Tardeo,18.96759,72.82876,25551000,54.52278555099237,3
Thane East,19.19325,72.97089,4111000,34.841720627670306,2
Kalyan,19.25761,73.13334,3221000,31.064662501695274,2
Kandivali East,19.20858,72.86543,24387000,35.9530004069214,4
Byculla,18.98456,72.83322,20611000,46.775008463129794,0
Andheri West,19.13289,72.81496,30890000,47.41801596713146,4
Vile Parle West,19.10989,72.85726,15127000,52.25606262147744,0
Andheri East,19.12883,72.84712,6692000,38.76776214950175,2
Kopar Khairane,19.11317,73.00511,5304000,33.79901694162795,0
Andheri East,19.12112,72.83508,10218000,42.703039748603935,2
Belapur,19.01564,73.04164,4788000,32.980465331507745,0
Ghodbunder Road,19.23748,72.99467,5267000,32.367938763985656,2
Kandivali West,19.20997,72.84942,16910000,38.031701607185255,2
Juhu,19.09777,72.82724,32529000,57.04695818477687,5
Seawoods,19.00947,73.01879,9595000,35.89319931433461,0
Dadar West,19.01479,72.84566,11514000,44.988582198507245,0
Mulund West,19.16875,72.93742,28324000,38.85627189333761,4
Colaba,18.89531,72.81662,49020000,68.31720349676151,5
Panvel,18.98835,73.11151,2394000,30.813275320296096,0
Breach Candy,18.96003,72.78799,83009000,67.5265677897701,5
Kurla West,19.06648,72.87219,9100000,40.28326325513566,0
Vile Parle West,19.11339,72.83786,25473000,49.53423689751708,0
Ambernath,19.20064,73.17876,3063000,29.82546167345928,2
Marine Drive,18.94061,72.80303,33274000,55.017948047784856,5
Lokhandwala,19.14131,72.83349,15975000,43.92137530465226,0
Andheri West,19.13786,72.84745,27793000,46.844689011696495,2
Cuffe Parade,18.90136,72.8252,216804000,67.67465184077605,5
Mulund East,19.1717,72.94469,6013000,31.951179132612083,4
Nariman Point,18.93172,72.84808,102370000,51.398430110509956,5
Powai,19.10403,72.92252,69146000,43.37223308039551,4
Goregaon West,19.16748,72.85504,47261000,37.85714645591396,2
Santacruz West,19.06899,72.83842,26823000,50.34626264703317,0
Borivali West,19.24122,72.81783,16261000,36.51158895092047,2
Andheri West,19.14598,72.82436,29595000,41.07207965325834,2
Borivali West,19.24274,72.83458,10601000,36.44034906027205,0
Manpada,19.23259,72.97624,4946000,31.385195561341064,0
Ghatkopar East,19.08575,72.90618,8485000,34.74943473790632,0
BKC (Bandra-Kurla),19.0772,72.85772,49946000,67.6837092378302,5
Nerul,19.03195,73.01568,5117000,37.004261335482454,2
Ulwe,18.95478,73.03095,2412000,31.77673379160823,2
Sewri,18.97904,72.86721,11377000,37.39288328502677,0
Taloja,19.076,73.12202,1856000,31.90323537040284,0
Malad East,19.18406,72.8507,36085000,35.09602122151382,2
Andheri East,19.11366,72.84291,5754000,37.92296079768989,0
Mazgaon,18.96372,72.83515,34954000,49.29889306338472,2
Vasai,19.398,72.81936,2099000,30.58718888490202,2
Kopar Khairane,19.10764,73.01107,16095000,33.346162848034396,4
Thane West,19.22243,72.97146,5415000,33.78394967356493,0
Kurla East,19.06832,72.89252,6082000,36.52865802049638,0
Ghatkopar West,19.08864,72.91315,17823000,42.22199834736537,2
Borivali West,19.22266,72.8547,11809000,38.96572470073727,0
Colaba,18.88863,72.8132,48655000,62.4805819593459,3
Kurla East,19.05831,72.91644,9679000,38.15972188945039,0
Dahisar,19.24343,72.88053,2796000,31.983738735868783,2
Dadar West,19.02469,72.84716,43902000,48.82301875349208,2
Goregaon West,19.17327,72.84787,11053000,39.11959319029961,2
Ghansoli,19.11875,73.01721,3788000,32.16363534158903,2
Andheri West,19.13719,72.84046,15579000,42.47394829417564,2
Kopar Khairane,19.10416,72.99793,4621000,33.96067273404794,0
Nerul,19.03126,73.03406,7655000,37.67950702923409,0
Kharghar,19.04396,73.08131,2692000,31.299307090769403,0
Panvel,18.98772,73.08924,4524000,30.893334087832592,0
Versova,19.14832,72.81489,31600000,50.09750755663421,4
Sion,19.03645,72.87049,19781000,43.094432705479136,0
Ghodbunder Road,19.23066,72.95725,6203000,33.33550375812066,0
Ghatkopar West,19.0911,72.91212,5567000,40.10976464824331,2
Bhandup,19.15769,72.93001,9743000,34.83914037166419,2
Kandivali West,19.21177,72.85839,5134000,37.41442623911893,2
Mira Road,19.29527,72.85842,5336000,32.84031606264854,0
Santacruz West,19.08651,72.84388,17803000,58.902978875213236,0
Mumbra,19.18371,73.02626,8764000,29.912787825573886,2
Ghatkopar West,19.08203,72.89061,25578000,46.15574566932606,0
Kandivali East,19.21591,72.85139,4683000,35.59898871463457,0
Nala Sopara,19.40954,72.82033,4290000,29.096004827075134,2
Borivali West,19.22868,72.82879,26541000,37.751270940708174,2
Ghatkopar West,19.09098,72.90661,23280000,36.622474798847165,2
Ambernath,19.19362,73.17619,2422000,28.998631090988447,2
Naigaon,19.34405,72.86193,2132000,31.757268120814278,0
Kharghar,19.05362,73.03299,30205000,31.85886575773619,2
Kopar Khairane,19.09761,72.99485,8806000,34.19028498550992,4
Nala Sopara,19.42209,72.80839,2334000,29.468588619338487,0
Ulwe,18.95485,73.02881,3529000,33.73613427224123,0
Bhandup,19.14048,72.92928,12678000,37.67827209900964,4
BKC (Bandra-Kurla),19.06589,72.88012,179467000,67.00728415466666,5
Nariman Point,18.91083,72.83888,152933000,58.734733810750605,5
Borivali East,19.22949,72.8484,7029000,33.4472650916933,0
Kandivali West,19.21617,72.84065,5721000,36.40727749916661,2
Byculla,18.9833,72.84596,37673000,50.59454892511088,4
Taloja,19.06101,73.11039,5622000,29.832584176604648,2
Versova,19.14588,72.79876,18442000,46.306011681924694,0
Malad West,19.17939,72.83628,17117000,36.586407201999435,4
Thane West,19.22205,72.97478,10306000,34.13524988655136,2
Ghodbunder Road,19.25034,72.95106,7004000,32.36498298890847,2
Goregaon East,19.17309,72.85704,11091000,35.99986357584102,4
Borivali West,19.22329,72.84675,10292000,38.16301766195418,0
Kurla East,19.07113,72.88432,12766000,33.5604561795079,2
Vasai,19.40957,72.8241,5760000,30.093008824800137,2
Andheri East,19.12135,72.84041,10099000,39.673220700885715,2
Kurla East,19.06712,72.89793,19297000,36.78370678888237,2
Vile Parle West,19.09851,72.8264,20910000,49.928739064491644,0
Kandivali East,19.18981,72.86421,9849000,35.64813726821137,2
Kalwa,19.19548,73.01625,4393000,32.892600414094616,2
Malad West,19.18957,72.8501,21292000,38.362265768721784,4
Nariman Point,18.91516,72.8325,105963000,57.44696744862051,5
Ghatkopar East,19.09667,72.92632,9006000,37.20051922423053,0
Kurla East,19.07091,72.87623,35551000,40.604175748274976,2
Sion,19.03725,72.84131,13835000,36.88649802353244,2
Belapur,19.00582,73.0307,19540000,34.58512557535427,4
Mahalaxmi,18.96254,72.82029,37999000,49.68473159333762,5
Sanpada,19.06867,73.01963,8235000,37.61464400200599,2
Mira Road,19.28926,72.86834,3649000,32.943938040467145,0
Malad West,19.19293,72.85085,8878000,35.2818058552694,4
Kalwa,19.19537,73.01468,3060000,31.83155086700362,0
Mahalaxmi,18.96074,72.82688,122980000,52.63758303407916,7
Borivali West,19.21363,72.84368,17926000,38.00875855346283,2
Powai,19.13014,72.89866,12751000,44.97890458578892,0
Kalyan,19.24289,73.15193,4094000,30.920415130489975,2
Pedder Road,18.97495,72.80609,190761000,68.64247782798171,7
Sion,19.04825,72.86343,20781000,44.07940752910039,0
Andheri East,19.1234,72.86173,19772000,35.11834203950639,4
Kandivali West,19.21695,72.8516,9188000,36.71861166126626,2
Bandra East,19.07034,72.83948,24791000,53.639569513274395,0
Thane East,19.17383,72.99815,21451000,34.7270977224518,2
Manpada,19.22857,72.97424,7605000,32.65853808987274,4
Thane East,19.19056,72.98271,3837000,34.74458649382268,2
Ghatkopar West,19.08443,72.9221,13554000,36.91853310536614,2
Worli,19.0091,72.82626,58704000,62.39353311194882,7
Dombivli,19.20761,73.06711,1455000,29.996698529130537,0
Oshiwara,19.15485,72.85041,14059000,47.47933078809736,2
Thane East,19.18217,72.99058,4755000,32.96834474153113,2
Kalwa,19.18999,72.98864,10435000,32.81672138070349,2
Versova,19.13956,72.81238,32825000,42.604849597831056,2
Prabhadevi,19.01352,72.83143,58446000,54.25986432899032,7
Santacruz East,19.0859,72.84448,54922000,47.699335711386844,2
Tardeo,18.96558,72.80193,14710000,52.39098995665087,3
Ghansoli,19.12957,73.00134,6778000,31.810200489899938,2
Mahalaxmi,18.98042,72.81851,174194000,57.46934144572161,5
Pedder Road,18.96675,72.82986,201909000,62.211366612166955,5
Mahalaxmi,18.97844,72.82582,28599000,53.70207517043228,3
Juhu,19.10446,72.82549,40880000,66.30470700788005,3
Dahisar,19.25602,72.84915,5740000,33.109103278340946,0
Kharghar,19.05168,73.04891,5369000,33.870165078711686,2
Kharghar,19.05311,73.06922,5886000,32.903088068361,0
Powai,19.11951,72.90729,18299000,44.66106305928971,0
Matunga,19.04281,72.85314,17603000,49.11654144411768,0
Wadala,19.0239,72.86903,25327000,48.09425507155909,2
Khar West,19.0793,72.83811,85170000,66.11128890509332,7
Vile Parle East,19.10043,72.86058,17226000,42.89370380013159,2
Malad East,19.17816,72.8674,17138000,36.90642542301466,4
Nerul,19.05096,73.02944,9323000,37.1597524809341,2
Naigaon,19.33438,72.84622,5165000,32.63209185268554,2
Versova,19.13882,72.81581,21492000,47.176593813388635,0
Dadar West,19.02325,72.84518,39254000,48.853798683323305,2
Cuffe Parade,18.91297,72.83494,61643000,69.36411145540241,5
Powai,19.1167,72.88497,16305000,41.2770330488591,0
Vile Parle West,19.10604,72.82243,86824000,45.787347699425666,2
Nerul,19.02738,73.0248,2953000,35.407290694728715,0
Bandra West,19.04795,72.8375,16110000,54.040878601941614,3
BKC (Bandra-Kurla),19.06403,72.84995,92393000,75.19542516534668,7
Sanpada,19.07333,73.01127,33419000,34.60951604778281,2
Worli,19.01072,72.80699,38873000,62.10308467472156,3
Vashi,19.08062,72.98561,13601000,38.82088364987243,0
Manpada,19.2283,72.97504,3288000,30.597883748822596,0
Mahalaxmi,18.99326,72.82686,45992000,58.768734892283696,5
Prabhadevi,19.01085,72.82915,76412000,57.67824031170724,5
Lokhandwala,19.13431,72.85067,21602000,45.43365699351868,2
Goregaon East,19.17837,72.86849,5107000,32.02477978368327,0
Goregaon West,19.15553,72.83454,14307000,40.719725291135354,2
Airoli,19.16795,72.98595,8269000,32.388045039939406,4
Dadar East,19.00256,72.84282,18626000,45.72798623203772,2
Kurla East,19.06617,72.90438,16140000,38.36727116464517,2
Ghatkopar West,19.08615,72.91219,11615000,39.13117697717661,2
Dombivli,19.21961,73.09357,3095000,30.184725947158675,2
Vile Parle East,19.09401,72.85498,15794000,38.053558690974754,2
Tardeo,18.96736,72.82972,36847000,52.945002929688606,7
Bandra West,19.05787,72.83272,41051000,54.35223969624475,5
Malad East,19.18338,72.86548,30490000,37.064602405818775,2
Thane West,19.22592,72.99742,4618000,35.012217645602355,2
Andheri East,19.11233,72.85869,17368000,39.56467205953458,2
Chembur,19.04547,72.90926,52043000,38.45990036682613,4
Kalwa,19.18695,73.00753,3951000,32.27786778778295,0
Borivali West,19.24154,72.84537,16727000,36.1252891335913,2
Lower Parel,18.98983,72.85159,113109000,55.4328674419077,2
Colaba,18.92125,72.80446,27162000,53.942269837071045,3
Kurla East,19.0643,72.90767,11865000,35.82887930975204,2
Dadar East,19.01528,72.85255,14016000,48.42412142242168,2
Pedder Road,18.9821,72.79895,88104000,60.26200504101578,5
Powai,19.11161,72.88976,32025000,40.103024776185116,4
Kurla East,19.07391,72.90141,12674000,38.18795459767097,0
Dombivli,19.2009,73.10671,2090000,30.246311781167613,0
Sewri,18.99967,72.83016,23127000,40.651875439512644,2
Kurla East,19.07285,72.90097,8543000,36.33853821191232,0
Kandivali East,19.21017,72.86503,11843000,37.5055264756807,2
Parel,18.99849,72.84448,52413000,51.32998928939017,4
Thane East,19.19285,73.00326,3691000,32.821152998446415,0
Oshiwara,19.13847,72.85278,30851000,44.24609095345241,4
Mira Road,19.31484,72.82709,5300000,32.06716370305285,2
Kalyan,19.23376,73.12653,1350000,30.208304094883292,0
Bhandup,19.14079,72.95165,5985000,38.48477842555477,0
Bhayandar,19.29156,72.82897,2583000,31.358700843936074,0
Nerul,19.02176,73.0185,9880000,37.475212276740116,2
Mazgaon,18.98362,72.85759,34247000,51.2270817265526,4
Lower Parel,18.99973,72.82128,22591000,60.92528954215459,0
Dadar West,19.01752,72.85074,18053000,51.2623855848306,0
Byculla,18.98203,72.84803,15979000,47.124843121118445,0
Nariman Point,18.92866,72.84713,36424000,56.29505982677814,3
Ghodbunder Road,19.25998,72.96012,6750000,33.831268098116425,0
Vikhroli,19.11067,72.92493,42143000,39.76265544509876,2
Walkeshwar,18.95151,72.80266,25086000,71.64004475236815,3
Ghodbunder Road,19.25254,72.95989,4339000,33.02954983837129,2
Breach Candy,18.95658,72.80179,115534000,68.625055822271,5
Sewri,18.99892,72.84913,14610000,37.7043090431257,2
Worli,19.01054,72.79942,67838000,66.52928072920825,5
Byculla,18.98006,72.84721,16482000,44.850166134364635,0
Mumbra,19.19679,73.03277,2413000,30.131751178187002,0
Byculla,18.97471,72.836,26340000,44.999899347957744,4
Ghodbunder Road,19.25437,72.94739,12314000,33.47371136811179,4
Kopar Khairane,19.10445,73.01813,4881000,33.18434342338308,2
Sewri,19.0075,72.84673,11112000,42.63654489341292,0
Mazgaon,18.96943,72.85932,8250000,45.784130071580584,2
Walkeshwar,18.95442,72.80159,64026000,70.39307977427066,5
Kharghar,19.04068,73.07154,15263000,31.68121978629685,2
Mumbra,19.18926,73.04606,3981000,31.070598022809627,0
Sion,19.04934,72.87342,32550000,44.3605437859583,2
Mahalaxmi,18.9896,72.80399,174133000,58.60414186174837,5
Ghodbunder Road,19.25574,72.97976,4700000,32.08516463423728,0
Vasai,19.40427,72.84723,2132000,30.946225389645303,0
Sion,19.0546,72.87583,22420000,46.84612350234477,0
Santacruz East,19.07821,72.84192,20356000,46.89248970097635,0
Santacruz East,19.08093,72.84313,74343000,42.17878953784284,2
Lower Parel,18.98936,72.82221,16049000,57.45197380325673,2
Parel,18.99045,72.84454,22401000,46.681353342436495,0
Vikhroli,19.10577,72.91218,19990000,37.529874617479905,2
Kurla West,19.0746,72.85629,14713000,39.64209502454655,2
Bhandup,19.13042,72.93838,12995000,36.46922930958391,2
Kurla East,19.0624,72.88359,10428000,35.774350239774364,2
Matunga,19.02925,72.85295,23098000,40.94096868576496,2
Mumbra,19.18486,73.02133,3912000,30.662177666443316,2
Borivali East,19.22834,72.86552,7083000,36.094705405004845,2
Badlapur,19.1579,73.23644,1068000,29.11196864487131,0
Seawoods,19.02566,73.02452,2955000,33.70090925314328,2
Wadala,19.01837,72.858,17502000,42.11709784480368,0
Parel,18.99783,72.85886,23029000,50.15761222130617,0
Sewri,19.00319,72.85197,14269000,43.226154634962185,0
Borivali East,19.22524,72.87053,8294000,32.99241159280539,2
Dadar East,19.02114,72.85889,45938000,48.64108501569241,4
Versova,19.1489,72.81012,75438000,43.052717096353405,2
Nariman Point,18.917,72.80255,56236000,59.73278329602973,5
Kalyan,19.23419,73.11239,3906000,30.922256164902027,2
Sion,19.04109,72.85382,11668000,47.454159392390984,0
Kopar Khairane,19.10561,73.01267,4516000,33.56515497252784,2
Mumbra,19.1898,73.01064,2082000,30.556400141551286,0
Malad West,19.17375,72.84714,12029000,39.046333801692434,0
Dadar West,19.00947,72.83601,11111000,43.87938373197399,0
Bandra West,19.05399,72.85776,42450000,50.38606043049885,5
Oshiwara,19.14311,72.83066,23085000,44.43104985732141,4
Santacruz East,19.0732,72.8453,13446000,42.300839758876535,0
Nerul,19.03777,73.00189,3952000,33.93758633438625,0
Borivali East,19.2495,72.87719,3348000,33.16844091443438,0
Nariman Point,18.92912,72.80888,35031000,59.13243065416509,3
Vasai,19.39435,72.8129,1410000,29.95985342889281,0
Kurla West,19.06939,72.88625,51016000,39.805680590175996,2
Malad West,19.17828,72.87057,15370000,39.750073984819906,0
Airoli,19.168,73.0046,4224000,35.665365781438155,0
Ghansoli,19.11796,73.01274,3064000,31.1748312657565,0
Tardeo,18.96669,72.81379,27216000,55.40581079134794,3
Vile Parle East,19.09752,72.86132,11453000,46.728062647779566,0
Ulwe,18.96218,73.04135,6416000,31.27424503834898,2
Lokhandwala,19.13325,72.81954,19390000,45.56842806237007,0
Walkeshwar,18.95433,72.78963,45367000,55.63608682178535,5
Kalwa,19.20348,72.98578,2207000,32.47536497556973,0
Malad West,19.19442,72.85181,12955000,40.1182138753247,0
Sanpada,19.06611,72.99615,6062000,34.90612733428044,2
Thane West,19.22008,72.97453,6529000,34.42047504535919,0
Kalyan,19.23274,73.12872,3936000,31.93725796513458,0
Thane East,19.20921,72.9882,7117000,33.9160214551637,4
Kanjurmarg,19.13051,72.93069,10599000,34.30092964781752,2
Walkeshwar,18.96313,72.79427,82748000,62.561892210547306,5
Dadar West,19.00576,72.83393,20348000,46.984348829386455,0
Andheri West,19.13062,72.83007,13892000,49.278969047620684,0
Airoli,19.16836,72.98582,6544000,32.35078143260392,2
Mira Road,19.28613,72.82016,3401000,31.60466357236398,0
Nariman Point,18.93035,72.8166,51877000,57.63600328545127,5
Vikhroli,19.11306,72.9429,9944000,40.775970906408176,0
Kurla East,19.07979,72.91209,30543000,40.34603957075973,2
Kalwa,19.20516,72.96466,5106000,34.19752315880923,2
Seawoods,19.02302,73.03086,6629000,33.3371450025651,0
