id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category,appreciation_score,affordability_score,demand_score,rental_yield_score
S011641,2025-06-08,Seawoods,Navi Mumbai,mid,19.02423,73.01447,2BHK,2,805,1013,74.7,18,20,2006,south-west,semi_furnished,1_covered,1,False,Ekta World,tier2,Nerul Harbour,Harbour,18,walk,16.01,22.81,10221000,12703,122652,8.95,2025,6,20,12696.894409937888,0,82,34.94842556559577,Low Potential,11.3032104214123,96.9672872932275,86.69724770642202,11.3032104214123
S011642,2022-08-04,Mulund West,Central,mid,19.16631,72.94938,3BHK,3,1143,1461,106.2,7,30,2005,south-west,unfurnished,2_covered,0,False,Local Builder,local,Asalpha,Line 1,46,auto/bus,13.57,29.76,15447000,13511,185369,8.6,2022,8,21,13514.435695538055,2,54,35.72477192883219,Low Potential,12.022173974943053,95.41666048512721,88.83792048929664,12.022173974943053
S011643,2025-06-04,Thane West,Thane,mid,19.2171,72.97951,2BHK,2,703,881,65.3,33,45,2021,east,fully_furnished,1_covered,2,False,Nirmal Lifestyle,tier2,Airport Road,Line 1,73,auto/bus,20.0,36.23,10380000,14773,124564,8.95,2025,6,5,14765.29160739687,2,27,37.33395468779318,Low Potential,13.145109624145787,96.92010978414064,92.20183486238533,13.145109624145787
S011644,2022-10-11,Oshiwara,Western,premium,19.15097,72.83586,2BHK,2,592,761,55.0,11,20,2022,north-west,unfurnished,1_covered,2,False,Local Builder,local,Magathane,Line 2A,37,auto/bus,9.69,24.99,12212000,20620,146548,8.6,2022,10,4,20628.37837837838,0,63,40.76858002876071,Low Potential,18.347807517084284,96.37652993101402,91.43730886850153,18.347807517084284
S011645,2025-10-25,Badlapur,Thane,affordable,19.16913,73.23314,2BHK,2,651,846,60.5,5,45,2018,south-east,unfurnished,open,1,False,Local Builder,local,Dahisar East,Line 2A,164,auto/bus,39.71,50.79,2303000,3539,27634,8.7,2025,10,8,3537.6344086021504,0,0,30.30112174552305,Low Potential,3.1490247722095672,99.31666790297456,90.82568807339449,3.1490247722095672
S011646,2026-03-03,Ambernath,Thane,affordable,19.18078,73.20703,3BHK,3,857,1111,79.6,13,45,2019,south-east,semi_furnished,1_covered,1,False,Dosti Realty,tier2,Western Express Highway,Line 1,150,auto/bus,37.49,49.22,3969000,4633,47630,8.7,2026,3,7,4631.271878646441,2,0,30.474387338887915,Low Potential,4.122472949886104,98.8223425561902,88.53211009174312,4.122472949886104
S011647,2021-09-05,Ghodbunder Road,Thane,mid,19.23807,72.96261,4BHK,4,1426,1853,132.5,9,12,2005,south,semi_furnished,1_covered,2,False,Local Builder,local,Ghatkopar,Line 1,80,auto/bus,21.07,37.59,9003000,6313,108042,6.7,2021,9,21,6313.464235624124,2,20,31.340852825763562,Low Potential,5.617347665148064,97.32868481566649,88.37920489296636,5.617347665148064
S011648,2020-03-10,Ghatkopar West,Central,mid,19.08127,72.90946,2BHK,2,617,766,57.3,24,30,2022,north-west,semi_furnished,1_covered,0,False,Sheth Creators,tier2,Ghatkopar,Line 1,2,walk,4.33,19.43,11942000,19347,143308,7.85,2020,3,4,19354.943273906,0,98,39.58613132351556,Low Potential,17.215083997722093,96.4566426822936,89.44954128440367,17.215083997722093
S011649,2020-10-08,Malad East,Western,mid,19.20382,72.86442,2BHK,2,641,773,59.6,3,20,2020,north-west,semi_furnished,1_covered,0,False,Godrej Properties,tier1,Kurar,Line 7,8,walk,14.89,31.13,8046000,12546,96557,6.7,2020,10,6,12552.26209048362,0,92,35.55737295136554,Low Potential,11.163510820045557,97.61264001186856,89.90825688073394,11.163510820045557
S011650,2023-08-22,Borivali East,Western,mid,19.23311,72.84731,2BHK,2,756,978,70.3,33,45,2009,west,semi_furnished,open,0,False,Local Builder,local,Dahanukarwadi,Line 2A,28,auto/bus,18.29,34.18,8388000,11091,100660,9.2,2023,8,17,11095.238095238095,0,72,34.579795460565194,Low Potential,9.868842539863326,97.51116386024775,89.60244648318043,9.868842539863326
S011651,2022-10-03,Kurla West,Central,mid,19.07026,72.88457,1BHK,1,420,507,39.1,5,12,2016,north,unfurnished,1_covered,1,False,Local Builder,local,Kurla CR,Central Rail,2,walk,1.53,17.22,8439000,20075,101268,8.6,2022,10,10,20092.85714285714,0,98,40.724555286101285,Low Potential,17.862863041002278,97.49603145167272,92.35474006116208,17.862863041002278
S011652,2025-07-19,Vasai,Far Western,affordable,19.41077,72.83152,2BHK,2,567,691,52.6,9,12,2006,south-east,unfurnished,none,1,False,Local Builder,local,Aarey,Line 7,124,auto/bus,38.11,53.86,2273000,4011,27276,8.7,2025,7,20,4008.818342151676,0,0,31.085300550624417,Low Potential,3.569013382687927,99.3255693197834,93.27217125382263,3.569013382687927
S011653,2024-12-23,Malad East,Western,mid,19.17624,72.85796,2BHK,2,715,867,66.4,6,12,2005,north-east,semi_furnished,1_covered,1,False,Local Builder,local,Dindoshi,Line 7,13,auto/bus,11.88,28.0,9840000,13763,118081,9.2,2024,12,21,13762.237762237764,0,87,36.26216853237941,Low Potential,12.246405182232346,97.0803352866998,89.90825688073394,12.246405182232346
S011654,2024-09-04,Borivali West,Western,mid,19.22215,72.85854,2BHK,2,572,708,53.1,16,20,2016,north-west,unfurnished,1_covered,1,True,Ajmera,tier2,Poisar,Line 7,20,auto/bus,16.96,33.08,5431000,9497,65169,9.2,2024,9,10,9494.755244755244,0,80,33.52178260341444,Low Potential,8.45049117312073,98.38854684370595,88.83792048929664,8.45049117312073
S011655,2025-07-16,Dahisar,Western,affordable,19.25456,72.85342,2BHK,2,691,874,64.2,18,30,2015,south-west,semi_furnished,open,3,False,Local Builder,local,Anand Nagar,Line 2A,16,walk,20.6,36.61,8309000,12021,99711,8.7,2025,7,11,12024.602026049204,0,84,35.37547073077632,Low Potential,10.696362471526195,97.53460425784436,90.67278287461774,10.696362471526195
S011656,2022-12-04,Goregaon West,Western,mid,19.16995,72.82832,3BHK,3,1194,1506,110.9,3,7,2015,east,unfurnished,1_covered,2,False,Ajmera,tier2,Lower Oshiwara,Line 2A,9,walk,11.95,27.07,29788000,24950,357459,8.6,2022,12,11,24948.073701842543,2,91,43.37221337801339,Low Potential,22.200669134396357,91.16148653660707,93.57798165137615,22.200669134396357
S011657,2025-01-13,Manpada,Thane,mid,19.23046,72.95635,5BHK_penthouse,5,2370,3045,220.2,8,30,2010,south-west,semi_furnished,2_covered,1,False,Dosti Realty,tier2,Devipada,Line 2A,55,auto/bus,20.02,36.56,19785000,8349,237420,8.95,2025,1,16,8348.101265822785,2,45,31.952696518458808,Low Potential,7.428993451025057,94.12951561456865,86.69724770642202,7.428993451025057
S011658,2025-07-14,Thane East,Thane,affordable,19.18543,72.99503,2BHK,2,633,807,58.8,6,7,2011,south-east,fully_furnished,1_covered,0,False,Local Builder,local,Thane CR,Central Rail,2,walk,18.36,33.96,6095000,9628,73143,8.7,2025,7,15,9628.751974723538,2,98,35.23505219254124,Low Potential,8.567055808656036,98.19152881833692,97.09480122324159,8.567055808656036
S011659,2022-06-18,Ulwe,Navi Mumbai,affordable,18.96431,73.01505,4BHK,4,1281,1549,119.0,8,45,2015,north-east,semi_furnished,1_covered,0,False,Ekta World,tier2,Nerul Harbour,Harbour,37,auto/bus,19.25,20.56,10066000,7860,120788,7.1,2022,6,11,7857.92349726776,2,63,33.15973361865537,Low Potential,6.993878132118452,97.01327794673985,92.81345565749236,6.993878132118452
S011660,2023-11-27,Kurla East,Central,mid,19.07007,72.89337,1BHK,1,350,446,32.5,14,30,2024,north-west,semi_furnished,2_covered,3,False,Marathon,tier2,International Airport,Line 3,20,auto/bus,2.46,17.56,6000000,17145,72000,9.2,2023,11,2,17142.85714285714,0,80,39.36948444002777,Low Potential,15.255730353075169,98.21971663823157,94.34250764525994,15.255730353075169
S011661,2024-01-19,Mahalaxmi,South Mumbai,luxury,18.98058,72.82862,3BHK,3,813,1036,75.5,8,20,2017,west,unfurnished,1_covered,3,False,Local Builder,local,CSMT CR,Central Rail,27,auto/bus,10.85,6.04,36431000,44801,437168,9.2,2024,1,9,44810.57810578106,5,73,55.47842674757604,Medium Potential,39.86421554669704,89.19041614123581,93.27217125382263,39.86421554669704
S011662,2022-12-27,Andheri East,Western,mid,19.12065,72.83478,3BHK,3,1055,1269,98.0,6,7,2017,north-west,semi_furnished,1_covered,2,False,Marathon,tier2,Andheri,Line 1,3,walk,6.74,21.62,26602000,25208,319224,8.6,2022,12,9,25215.16587677725,2,97,42.495946985465935,Low Potential,22.43023917995444,92.1068170017061,87.92048929663608,22.43023917995444
S011663,2022-04-28,Dadar West,Central,premium,19.03196,72.82778,1BHK,1,408,530,37.9,9,12,2005,north,unfurnished,1_covered,2,False,Local Builder,local,Acharya Atre Chowk,Line 3,18,auto/bus,6.13,11.73,12860000,31503,154318,7.1,2022,4,21,31519.60784313725,0,82,47.49740589794655,Medium Potential,28.03157033029613,96.18425932794304,91.28440366972477,28.03157033029613
S011664,2021-01-24,Powai,Central,premium,19.1034,72.9049,1BHK,1,451,569,41.9,7,12,2013,north-west,semi_furnished,2_covered,0,False,Local Builder,local,Ghatkopar,Line 1,17,auto/bus,5.22,21.44,9839000,21805,118067,6.7,2021,1,13,21815.9645232816,0,83,41.668827745645295,Low Potential,19.402228075170843,97.08063200059343,91.89602446483181,19.402228075170843
S011665,2020-05-13,Marine Drive,South Mumbai,luxury,18.94319,72.82206,4BHK,4,1339,1639,124.4,37,45,2009,south-west,unfurnished,1_covered,1,False,Local Builder,local,Hutatma Chowk,Line 3,14,auto/bus,14.97,1.86,52358000,39108,628293,6.7,2020,5,17,39102.31516056759,5,86,51.245815853412836,Medium Potential,34.79854783599089,84.46465395742155,92.20183486238533,34.79854783599089
S011666,2020-07-22,Naigaon,Far Western,affordable,19.34276,72.82349,3BHK,3,1236,1565,114.9,3,7,2020,south,unfurnished,2_covered,1,True,Local Builder,local,Devipada,Line 2A,71,auto/bus,30.72,46.29,1822000,1473,21860,6.7,2020,7,6,1474.1100323624596,2,29,30.496445608008774,Low Potential,1.3106847949886105,99.45938728580965,98.1651376146789,1.3106847949886105
S011667,2026-03-25,Malad West,Western,mid,19.19002,72.83618,2BHK,2,799,1020,74.2,5,7,1996,south-west,unfurnished,2_covered,1,False,Local Builder,local,Dahanukarwadi,Line 2A,7,walk,13.81,29.33,12004000,15020,144050,8.7,2026,3,30,15023.77972465582,0,93,37.99007458984336,Low Potential,13.364891799544418,96.43824642088866,94.95412844036697,13.364891799544418
S011668,2024-06-29,Ghatkopar East,Central,mid,19.09323,72.92322,2BHK,2,672,850,62.4,1,30,2014,east,unfurnished,1_covered,1,False,Wadhwa,tier2,Jagruti Nagar,Line 1,13,auto/bus,6.16,21.29,10075000,14992,120903,9.2,2024,6,12,14992.559523809525,0,87,37.26534450102903,Low Potential,13.339977220956719,97.0106075216972,91.13149847094802,13.339977220956719
S011669,2025-03-29,Dadar East,Central,premium,19.02246,72.86942,2BHK,2,653,813,60.7,40,45,2019,north-west,semi_furnished,1_covered,1,False,Oberoi Realty,tier1,Dadar CR,Central Rail,13,walk,5.29,11.7,28276000,43274,339311,8.95,2025,3,7,43301.68453292496,0,87,55.5949709636388,Medium Potential,38.50548120728929,91.61011794377272,97.4006116207951,38.50548120728929
S011670,2021-07-04,Kandivali West,Western,mid,19.20246,72.87165,1BHK,1,436,532,40.5,27,30,2004,north-west,unfurnished,2_covered,1,False,Runwal,tier2,Borivali East,Line 2A,19,auto/bus,14.73,31.1,5995000,13739,71941,6.7,2021,7,22,13750.0,0,81,36.91176499292311,Low Potential,12.225049829157175,98.22120020769972,92.66055045871559,12.225049829157175
S011671,2025-10-31,Kandivali East,Western,mid,19.21256,72.83305,2BHK,2,631,803,58.6,23,30,2020,west,fully_furnished,1_covered,2,False,Local Builder,local,Poisar,Line 7,14,walk,16.32,31.82,9546000,15138,114556,8.7,2025,10,6,15128.3676703645,2,86,37.00500640078283,Low Potential,13.469888952164007,97.16756917142645,89.29663608562691,13.469888952164007
S011672,2022-06-04,Naigaon,Far Western,affordable,19.34992,72.85244,1BHK,1,320,407,29.7,9,20,2017,west,unfurnished,1_covered,1,True,Wadhwa,tier2,Aarey,Line 7,92,auto/bus,31.18,47.18,773000,2414,9273,7.1,2022,6,9,2415.625,0,8,31.113686356725985,Low Potential,2.147992596810934,99.7706401602255,98.1651376146789,2.147992596810934
S011673,2024-09-21,Tardeo,South Mumbai,luxury,18.96351,72.81597,2BHK,2,706,893,65.6,1,20,2008,south-east,unfurnished,2_covered,1,False,Dosti Realty,tier2,Mahalaxmi Metro,Line 3,11,auto/bus,13.13,4.19,35876000,50843,430515,9.2,2024,9,18,50815.86402266289,3,89,58.768944828258746,Medium Potential,45.2404256833713,89.35509235219939,90.82568807339449,45.2404256833713
S011674,2022-02-16,Thane East,Thane,affordable,19.19333,72.96605,5BHK_penthouse,5,2338,2849,217.2,4,20,2021,south,semi_furnished,open,3,False,Runwal,tier2,Thane CR,Central Rail,2,walk,17.03,33.23,20533000,8782,246390,7.1,2022,2,5,8782.292557741659,2,98,34.279713335791186,Low Potential,7.814279612756264,93.90757362213485,97.09480122324159,7.814279612756264
S011675,2023-07-20,Ambernath,Thane,affordable,19.19786,73.19972,2BHK,2,562,730,52.3,6,12,2015,south-east,semi_furnished,2_covered,1,False,DLF,tier1,Kalyan CR,Central Rail,33,auto/bus,37.44,49.72,2690000,4782,32279,9.2,2023,7,11,4786.476868327402,0,67,30.60514385112213,Low Potential,4.255054100227791,99.2018396261405,88.53211009174312,4.255054100227791
S011676,2022-08-30,Bandra East,Western,premium,19.06538,72.8357,3BHK,3,1018,1286,94.6,3,12,2020,south-west,unfurnished,1_covered,1,False,Local Builder,local,Bandra WR,Western Rail,11,walk,3.64,15.49,33964000,33370,407571,8.6,2022,8,6,33363.45776031434,2,89,47.881203653637975,Medium Potential,29.69283883826879,89.92240931681626,90.51987767584097,29.69283883826879
S011677,2021-06-09,Lower Parel,South Mumbai,premium,18.98319,72.82816,2BHK,2,863,1037,80.2,36,45,2000,north-west,fully_furnished,2_covered,1,False,Local Builder,local,Worli Metro,Line 3,13,auto/bus,10.61,6.32,29362000,34020,352340,6.7,2021,6,26,34023.17497103129,2,87,48.208546011248266,Medium Potential,30.271212984054667,91.28788665529264,89.44954128440367,30.271212984054667
S011678,2021-08-17,Powai,Central,premium,19.11501,72.91387,3BHK,3,1082,1332,100.6,20,20,2012,east,fully_furnished,open,1,False,JP Infra,tier2,Marol Naka,Line 1,19,auto/bus,6.8,23.01,22239000,20545,266870,6.7,2021,8,14,20553.604436229205,4,81,40.516093292033965,Low Potential,18.281072038724375,93.40137971960537,91.89602446483181,18.281072038724375
S011679,2025-11-05,Borivali East,Western,mid,19.21604,72.85349,1BHK,1,464,566,43.1,12,20,2015,north-east,semi_furnished,open,2,False,Mahindra Lifespaces,tier1,Borivali East,Line 2A,4,walk,16.33,32.35,8812000,18996,105742,8.7,2025,11,11,18991.379310344822,0,96,39.49095838486944,Low Potential,16.902761958997722,97.38535716934945,89.60244648318043,16.902761958997722
S011680,2020-07-17,Kurla West,Central,mid,19.06532,72.87749,1BHK,1,454,580,42.2,10,12,2021,north,unfurnished,1_covered,1,False,Kanakia,tier2,Kurla CR,Central Rail,4,walk,0.94,16.44,8541000,18809,102497,6.7,2020,7,5,18812.775330396475,0,96,39.93298239208559,Low Potential,16.736368166287015,97.46576663452267,92.35474006116208,16.736368166287015
S011681,2025-06-25,Wadala,South Mumbai,premium,19.02078,72.86834,1BHK,1,431,552,40.0,7,45,2009,west,fully_furnished,1_covered,1,False,Runwal,tier2,Wadala Harbour,Harbour,4,walk,5.48,11.49,13052000,30311,156629,8.95,2025,6,17,30283.0626450116,2,96,46.47402519147728,Medium Potential,26.97092112756264,96.12729026036644,89.90825688073394,26.97092112756264
S011682,2021-11-30,Manpada,Thane,mid,19.22769,72.9745,1BHK,1,534,674,49.6,23,45,2010,west,unfurnished,2_covered,1,False,Local Builder,local,Dindoshi,Line 7,57,auto/bus,20.69,37.05,3257000,6100,39079,6.7,2021,11,16,6099.250936329588,0,43,31.04228306075389,Low Potential,5.427818906605922,99.03360284845338,86.69724770642202,5.427818906605922
S011683,2023-05-21,Mahalaxmi,South Mumbai,luxury,18.97504,72.81642,2BHK,2,682,820,63.4,40,45,1990,north-west,semi_furnished,1_covered,2,False,Local Builder,local,Mahalaxmi Metro,Line 3,2,walk,11.97,5.45,32613000,47815,391354,9.2,2023,5,36,47819.64809384164,3,98,57.46902560874637,Medium Potential,42.546091970387245,90.32326978710779,93.27217125382263,42.546091970387245
S011684,2021-10-22,Dahisar,Western,affordable,19.25623,72.86208,4BHK,4,1555,1922,144.4,11,20,1986,south-west,unfurnished,1_covered,1,False,Kanakia,tier2,Dahisar East,Line 2A,3,walk,20.72,36.89,13373000,8602,160475,6.7,2021,10,40,8600.0,2,97,33.09564121025947,Low Potential,7.654114464692483,96.03204510051184,90.67278287461774,7.654114464692483
S011685,2024-11-02,Chembur,Central,mid,19.05919,72.90182,1BHK,1,458,585,42.5,3,7,2023,north-east,unfurnished,none,0,False,Ajmera,tier2,Kurla CR,Central Rail,14,auto/bus,3.55,16.89,11518000,25152,138218,9.2,2024,11,3,25148.47161572053,0,86,43.88722308476299,Low Potential,22.380410022779042,96.5824493731919,92.81345565749236,22.380410022779042
S011686,2021-06-25,Mulund East,Central,mid,19.16041,72.97144,2BHK,2,669,849,62.1,13,20,2022,south-east,semi_furnished,none,3,False,Oberoi Realty,tier1,Marol Naka Metro,Line 3,46,auto/bus,14.65,30.29,9301000,13911,111607,6.7,2021,6,4,13902.840059790731,0,54,36.82906094835073,Low Potential,12.3780965261959,97.24026407536532,92.20183486238533,12.3780965261959
S011687,2021-12-23,Thane East,Thane,affordable,19.18931,72.97666,2BHK,2,692,877,64.3,17,30,1999,north-east,unfurnished,2_covered,1,False,JP Infra,tier2,Goregaon East,Line 7,59,auto/bus,17.37,33.35,4697000,6791,56361,6.7,2021,12,27,6787.57225433526,0,41,33.50946630853787,Low Potential,6.042675113895216,98.60633484162896,97.09480122324159,6.042675113895216
S011688,2024-05-19,Sanpada,Navi Mumbai,mid,19.06543,73.01767,2BHK,2,599,757,55.6,26,30,2022,north-west,semi_furnished,1_covered,1,False,JP Infra,tier2,Vashi Harbour,Harbour,19,walk,15.53,25.58,8414000,14057,100972,9.2,2024,5,4,14046.744574290484,0,81,37.40503327889092,Low Potential,12.508008257403189,97.50344929901343,94.4954128440367,12.508008257403189
S011689,2022-08-16,Sion,Central,premium,19.0368,72.83846,3BHK,3,1088,1327,101.1,1,30,2010,north,fully_furnished,1_covered,2,False,Local Builder,local,Bandra WR,Western Rail,17,auto/bus,4.96,12.36,25256000,23218,303073,8.6,2022,8,16,23213.235294117647,4,83,40.95999295350137,Low Potential,20.659524487471526,92.50619390252949,86.23853211009175,20.659524487471526
S011690,2022-04-19,Santacruz West,Western,premium,19.08335,72.83136,2BHK,2,637,807,59.2,11,12,1993,north-west,semi_furnished,1_covered,0,False,Local Builder,local,Santacruz Metro,Line 3,2,walk,4.32,17.46,18410000,28915,220925,7.1,2022,4,33,28901.0989010989,0,98,45.078554617496444,Medium Potential,25.728751423690206,94.53749721830724,88.07339449541286,25.728751423690206
S011691,2024-09-17,Worli,South Mumbai,luxury,19.01203,72.81342,4BHK,4,1523,1909,141.5,5,12,2021,south-east,unfurnished,none,1,False,Kanakia,tier2,Worli Metro,Line 3,4,walk,8.77,9.57,86578000,56854,1038942,9.2,2024,9,5,56847.012475377545,5,96,61.22265162033969,Medium Potential,50.58905182232346,74.31110451746903,91.89602446483181,50.58905182232346
S011692,2023-10-14,Thane West,Thane,mid,19.20869,72.96249,1BHK,1,354,442,32.9,12,20,2020,north-west,semi_furnished,2_covered,1,False,Kalpataru,tier1,Goregaon East,Line 7,58,auto/bus,18.23,34.6,4229000,11937,50742,9.2,2023,10,6,11946.327683615818,0,42,35.75001978189592,Low Potential,10.621618735763098,98.74519694384689,92.20183486238533,10.621618735763098
S011693,2021-06-19,Khar West,Western,luxury,19.0616,72.83722,5BHK_penthouse,5,2902,3493,269.6,6,12,2009,south-west,unfurnished,1_covered,2,False,Dosti Realty,tier2,Shitaladevi,Line 3,21,auto/bus,3.57,15.09,128608000,44317,1543291,6.7,2021,6,17,44317.02274293591,5,79,51.40218533768747,Medium Potential,39.433549259681094,61.840219568281285,88.07339449541286,39.433549259681094
S011694,2023-09-19,Malabar Hill,South Mumbai,luxury,18.95371,72.81032,3BHK,3,940,1147,87.3,10,45,2015,north-east,semi_furnished,open,1,False,Piramal Realty,tier2,Grant Road Metro,Line 3,16,auto/bus,14.37,3.34,82609000,87900,991310,9.2,2023,9,11,87881.91489361702,5,84,80.43321921752067,High Potential,78.21398063781321,75.48876196127884,90.67278287461774,78.21398063781321
S011695,2022-12-06,Ghatkopar West,Central,mid,19.08621,72.90535,1BHK,1,419,532,39.0,7,20,2018,east,unfurnished,open,1,False,Ajmera,tier2,Ghatkopar,Line 1,2,walk,4.13,19.72,8071000,19246,96856,8.6,2022,12,8,19262.52983293556,0,98,39.638079960805044,Low Potential,17.125213553530752,97.60522216452785,89.44954128440367,17.125213553530752
S011696,2023-06-27,Mazgaon,South Mumbai,premium,18.96944,72.84067,2BHK,2,583,737,54.2,4,12,2013,north,semi_furnished,1_covered,2,False,Local Builder,local,Mumbai Central Metro,Line 3,12,auto/bus,11.6,5.1,16374000,28087,196494,9.2,2023,6,13,28085.76329331046,0,88,45.815894339932456,Medium Potential,24.991991742596813,95.14160670573399,94.03669724770643,24.991991742596813
S011697,2023-12-21,Goregaon West,Western,mid,19.17891,72.8502,3BHK,3,962,1186,89.4,1,7,1992,north-east,unfurnished,1_covered,1,True,Dosti Realty,tier2,Dahanukarwadi,Line 2A,20,auto/bus,12.29,28.2,8779000,9122,105351,9.2,2023,12,34,9125.779625779624,2,80,34.13688084998398,Low Potential,8.116813781321184,97.39514872783917,93.57798165137615,8.116813781321184
S011698,2024-08-05,Versova,Western,premium,19.131,72.81016,2BHK,2,616,800,57.2,8,12,2020,east,unfurnished,open,3,False,Wadhwa,tier2,Versova,Line 1,3,walk,9.25,22.78,20270000,32904,243235,9.2,2024,8,6,32905.844155844155,0,97,48.82295689242005,Medium Potential,29.278189066059223,93.98560937615905,94.64831804281346,29.278189066059223
S011699,2023-03-29,Dahisar,Western,affordable,19.24517,72.86219,2BHK,2,523,632,48.6,2,20,2014,north-east,unfurnished,1_covered,2,False,Wadhwa,tier2,Dahisar East,Line 2A,4,walk,19.5,35.66,5779000,11043,69352,9.2,2023,3,12,11049.713193116637,0,96,34.84137789939497,Low Potential,9.826131833712983,98.2852904087234,90.67278287461774,9.826131833712983
S011700,2023-01-25,Badlapur,Thane,affordable,19.16477,73.23239,2BHK,2,715,917,66.5,9,12,2015,north-east,unfurnished,2_covered,1,False,Dosti Realty,tier2,Vashi Harbour,Harbour,113,auto/bus,39.5,50.47,2851000,3985,34213,9.2,2023,1,11,3987.412587412588,0,0,30.56265937540508,Low Potential,3.545878416856492,99.15406868926637,90.82568807339449,3.545878416856492
S011701,2021-05-21,Dombivli,Thane,affordable,19.21513,73.08884,1BHK,1,492,603,45.7,5,12,1997,north-east,semi_furnished,1_covered,1,False,Sunteck,tier2,Kalyan CR,Central Rail,30,auto/bus,28.09,42.5,2280000,4635,27359,6.7,2021,5,29,4634.146341463415,0,70,30.311680766163626,Low Potential,4.124252562642369,99.32349232252801,87.46177370030581,4.124252562642369
S011702,2023-12-30,Parel,South Mumbai,premium,18.99881,72.84417,3BHK,3,905,1136,84.1,13,20,2009,east,semi_furnished,none,0,False,Mahindra Lifespaces,tier1,Wadala Harbour,Harbour,19,auto/bus,8.37,8.32,34924000,38598,419092,9.2,2023,12,17,38590.05524861879,2,81,50.742082064197774,Medium Potential,34.34474658314351,89.63756397893331,88.68501529051987,34.34474658314351
S011703,2024-12-07,Colaba,South Mumbai,luxury,18.91753,72.82321,2BHK,2,525,644,48.8,2,12,2020,north-east,unfurnished,1_covered,0,False,Lodha,tier1,Hutatma Chowk,Line 3,21,auto/bus,17.65,1.0,32270000,61461,387236,9.2,2024,12,6,61466.66666666666,3,79,65.09196122758624,Medium Potential,54.68838980637813,90.42504265262221,88.83792048929664,54.68838980637813
S011704,2023-03-19,Goregaon West,Western,mid,19.15138,72.85548,3BHK,3,1210,1550,112.4,4,30,2010,south-east,semi_furnished,2_covered,2,False,Local Builder,local,Akurli,Line 7,25,auto/bus,9.18,25.23,19642000,16236,235699,9.2,2023,3,16,16233.05785123967,2,75,38.24561834915813,Low Potential,14.446896355353076,94.17194570135746,93.57798165137615,14.446896355353076
S011705,2024-10-19,Powai,Central,premium,19.111,72.92457,2BHK,2,608,786,56.5,1,20,2016,east,semi_furnished,1_covered,2,False,Sunteck,tier2,Saki Naka,Line 1,14,auto/bus,7.33,23.09,14669000,24108,176031,9.2,2024,10,10,24126.644736842107,0,86,42.959971797209725,Low Potential,21.451452164009112,95.64750389436986,91.89602446483181,21.451452164009112
S011706,2021-02-25,BKC (Bandra-Kurla),Central,luxury,19.06344,72.87363,2BHK,2,708,887,65.8,10,12,2014,south,semi_furnished,open,3,False,Sunteck,tier2,International Airport,Line 3,14,auto/bus,0.82,16.11,45630000,64462,547556,6.7,2021,2,12,64449.15254237288,3,86,67.20696955910367,Medium Potential,57.358698747152616,86.4609450337512,92.04892966360856,57.358698747152616
S011707,2025-05-14,Malabar Hill,South Mumbai,luxury,18.9504,72.79004,3BHK,3,741,961,68.8,6,20,2015,north-east,unfurnished,2_covered,2,False,Runwal,tier2,Siddhivinayak,Line 3,37,auto/bus,15.73,4.43,59233000,79940,710793,8.95,2025,5,11,79936.5721997301,5,63,76.16881647631348,High Potential,71.13112186788155,82.42474593872858,90.67278287461774,71.13112186788155
S011708,2022-12-11,Vile Parle West,Western,premium,19.11314,72.83265,1BHK,1,398,517,37.0,10,20,2009,east,semi_furnished,1_covered,3,False,Local Builder,local,MIDC Andheri,Line 3,20,auto/bus,6.2,20.78,13488000,33856,161853,8.6,2022,12,17,33889.4472361809,0,80,49.55599314595515,Medium Potential,30.125284738041003,95.9979230027446,94.34250764525994,30.125284738041003
S011709,2024-12-11,Goregaon East,Western,mid,19.14772,72.85957,1BHK,1,577,710,53.6,6,12,2024,south-west,unfurnished,1_covered,2,False,Local Builder,local,Goregaon East,Line 7,3,walk,8.71,24.89,9032000,15642,108382,9.2,2024,12,2,15653.379549393414,0,97,36.66139831050259,Low Potential,13.918351366742595,97.32008011275128,85.93272171253822,13.918351366742595
S011710,2025-04-29,Kurla East,Central,mid,19.08362,72.90009,3BHK,3,1073,1386,99.7,2,12,2019,north-west,unfurnished,none,1,False,Local Builder,local,Churchgate WR,Western Rail,71,auto/bus,3.51,19.23,14356000,13382,172273,8.95,2025,4,7,13379.310344827589,2,29,36.777711329874336,Low Potential,11.907388952164009,95.74037534307543,94.34250764525994,11.907388952164009
S011711,2021-07-05,Goregaon East,Western,mid,19.16557,72.85178,2BHK,2,722,876,67.0,19,20,2007,north-west,semi_furnished,1_covered,1,False,Sunteck,tier2,Versova,Line 1,26,auto/bus,10.8,26.75,10470000,14508,125636,6.7,2021,7,19,14501.385041551246,0,74,35.9124025496376,Low Potential,12.909310933940773,96.89340553371412,85.93272171253822,12.909310933940773
